Car,price,details,post_date,mileage,enginetype,city,year,car,engine
"Mercedes-Benz 190 (W201), 1.8 լ, 1991 թ., գազ","$3,500 ","Արտաշատ, 1991 թ., 376,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:17",", 376,000 կ",Բենզին,Արտաշատ,1991 ,Mercedes-Benz 190 (W201),1.8 
"Toyota bZ4X, էլեկտրական, 2023 թ.","$29,300 Դիլեր","Աջափնյակ, 2023 թ., 10 կմ, էլեկտրական","Երկուշաբթի, Ապրիլ 15, 2024 11:17",", 10 կ",էլեկտրական,Աջափնյակ,2023 ,Toyota bZ4X,էլեկտրական
"VAZ (Lada) 2121 Niva, 1.7 լ, լիաքարշ, 2008 թ., գազ","$5,200 ","Աբովյան, 2008 թ., 200,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:17",", 200,000 կ",Բենզին,Աբովյան,2008 ,VAZ (Lada) 2121 Niva,1.7 
"Opel Zafira, 2.2 լ, 2005 թ.","$8,300 ","Գեղանիստ, 2005 թ., 170,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:17",", 170,000 կ",Բենզին,Գեղանիստ,2005 ,Opel Zafira,2.2 
"Toyota Ipsum, 2.4 լ, 2001 թ., գազ","$7,300 ","Մասիս, 2001 թ., 320,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:17",", 320,000 կ",Բենզին,Մասիս,2001 ,Toyota Ipsum,2.4 
"BMW 3 Series, 2.0 լ, լիաքարշ, 2017 թ.","$22,500 ","Քանաքեռ Զեյթուն, 2017 թ., 77,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:17",ւ,2017 ,Քանաքեռ Զեյ,,BMW 3 Series,2.0 
"Toyota Camry, 2.5 լ, 2016 թ., գազ","$16,700 ","Նոր Նորք, 2016 թ., 82,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:17",", 82,000 մղո",Բենզին,Նոր Նորք,2016 ,Toyota Camry,2.5 
"Toyota Camry, 2.5 լ, 2011 թ., գազ","4,500,000 ֏ ","Կենտրոն, 2011 թ., 146,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16",", 146,000 մղո",Բենզին,Կենտրոն,2011 ,Toyota Camry,2.5 
"Toyota Camry, 2.5 լ, 2012 թ., գազ","$13,300 ","Աբովյան, 2012 թ., 175,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16",", 175,000 մղո",Բենզին,Աբովյան,2012 ,Toyota Camry,2.5 
"Opel Astra կուպե, 1.4 լ, 2018 թ.","$15,000 ","Իջևան, 2018 թ., 170,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16",", 170,000 կ",Բենզին,Իջևան,2018 ,Opel Astra կուպե,1.4 
"BMW X5, 3.0 լ, լիաքարշ, 2003 թ., գազ","$8,200 ","Մալաթիա Սեբաստիա, 2003 թ., 220,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16",ա Սեբաստի,2003 ,Մալա,,BMW X5,3.0 
"Toyota Camry, 2.4 լ, հիբրիդ, 2008 թ., գազ","$10,000 ","Աջափնյակ, 2008 թ., 200,000 կմ, Հիբրիդ","Երկուշաբթի, Ապրիլ 15, 2024 11:16",", 200,000 կ",Հիբրիդ,Աջափնյակ,2008 ,Toyota Camry,2.4 
"VAZ (Lada) Priora, 1.6 լ, 2009 թ., գազ","$4,200 ","Հրազդան, 2009 թ., 190,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16",", 190,000 կ",Բենզին,Հրազդան,2009 ,VAZ (Lada) Priora,1.6 
"Ford Transit, 2.5 լ, դիզել, 1998 թ.","$3,100 ","Հրազդան, 1998 թ., 25,000 մղոն, Դիզել","Երկուշաբթի, Ապրիլ 15, 2024 11:16",", 25,000 մղո",Դիզել,Հրազդան,1998 ,Ford Transit,2.5 
"Opel Zafira, 1.8 լ, 2000 թ., գազ","2,100,000 ֏ ","Գյումրի, 2000 թ., 2000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16",", 2000 կ",Բենզին,Գյումրի,2000 ,Opel Zafira,1.8 
"Toyota Land Cruiser Prado, 4.0 լ, լիաքարշ, 2012 թ.","$33,000 ","Գետարգել, 2012 թ., 120,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16",", 120,000 կ",Բենզին,Գետարգել,2012 ,Toyota Land Cruiser Prado,4.0 
"Mercedes-Benz C-Class, 1.8 լ, 1999 թ., գազ","$5,300 ","Ավան, 1999 թ., 444,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16",", 444,000 կ",Բենզին,Ավան,1999 ,Mercedes-Benz C-Class,1.8 
"BMW 3 Series, 2.0 լ, 1999 թ.","$5,700 ","Կենտրոն, 1999 թ., 229,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16",", 229,000 կ",Բենզին,Կենտրոն,1999 ,BMW 3 Series,2.0 
"Hyundai Elantra, 1.8 լ, 2012 թ., գազ","$8,500 ","Կենտրոն, 2012 թ., 190,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16",", 190,000 կ",Բենզին,Կենտրոն,2012 ,Hyundai Elantra,1.8 
"Mercedes-Benz E-Class, 3.2 լ, 1997 թ., գազ","$8,500 ","Ուրցաձոր, 1997 թ., 180,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16",", 180,000 կ",Բենզին,Ուրցաձոր,1997 ,Mercedes-Benz E-Class,3.2 
"Mercedes-Benz E-Class, 3.5 լ, 2008 թ.","$10,000 ","Ուրցաձոր, 2008 թ., 290,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16",", 290,000 կ",Բենզին,Ուրցաձոր,2008 ,Mercedes-Benz E-Class,3.5 
"VAZ (Lada) 2106, 1.6 լ, 1992 թ.","1,400,000 ֏ ","Շենգավիթ, 1992 թ., 92,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16", 1992 ,,Շենգավի,,VAZ (Lada) 2106,1.6 
"Volkswagen Passat, 1.8 լ, 2000 թ., գազ","$4,600 ","Կենտրոն, 2000 թ., 182,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16",", 182,000 կ",Բենզին,Կենտրոն,2000 ,Volkswagen Passat,1.8 
"Mazda 6, 2.5 լ, 2016 թ.","$21,000 ","Էջմիածին, 2016 թ., 118,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16",", 118,000 կ",Բենզին,Էջմիածին,2016 ,Mazda 6,2.5 
"Nissan X-Trail, 2.0 լ, լիաքարշ, 2006 թ., գազ","$10,000 ","Մարտունի, 2006 թ., 148,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16",", 148,000 կ",Բենզին,Մարտունի,2006 ,Nissan X-Trail,2.0 
"Mercedes-Benz M-Class, 3.5 լ, լիաքարշ, 2006 թ., գազ","$12,300 ","Ջրվեժ, 2006 թ., 158,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16",", 158,000 կ",Բենզին,Ջրվեժ,2006 ,Mercedes-Benz M-Class,3.5 
"Mercedes-Benz CLA-Class AMG, 2.0 լ, լիաքարշ, 2017 թ.","$26,500 ","Նոր Նորք, 2017 թ., 106,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15",", 106,000 կ",Բենզին,Նոր Նորք,2017 ,Mercedes-Benz CLA-Class AMG,2.0 
"Lexus RX, 3.5 լ, լիաքարշ, 2010 թ., 2010 թ.","$18,500 ","Էրեբունի, 2010 թ., 120,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15",", 120,000 մղո",Բենզին,Էրեբունի,2010 ,Lexus RX,3.5 
"Hyundai Elantra, 2.0 լ, 2016 թ.","$12,000 Դիլեր","Աջափնյակ, 2016 թ., 98,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15",", 98,000 կ",Բենզին,Աջափնյակ,2016 ,Hyundai Elantra,2.0 
"Ford Fusion (North America), 1.5 լ, 2020 թ.","$17,000 ","Արտաշատ, 2020 թ., 12,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15",", 12,000 մղո",Բենզին,Արտաշատ,2020 ,Ford Fusion (North America),1.5 
"Opel Vectra, 1.9 լ, լիաքարշ, 1993 թ., գազ","1,200,000 ֏ ","Իջևան, 1993 թ., 700,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15",", 700,000 կ",Բենզին,Իջևան,1993 ,Opel Vectra,1.9 
"Hyundai Elantra, 1.8 լ, 2014 թ.","$11,000 ","Արթիկ, 2014 թ., 133,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15",,2014 ,Ար,,Hyundai Elantra,1.8 
"Honda Elysion, 3.0 լ, 2004 թ., գազ","$10,000 ","Մալաթիա Սեբաստիա, 2004 թ., 190,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15",ա Սեբաստի,2004 ,Մալա,,Honda Elysion,3.0 
"VAZ (Lada) 2121 Niva, 1.7 լ, լիաքարշ, 2007 թ., գազ","$5,100 Դիլեր","Էրեբունի, 2007 թ., 200,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15",", 200,000 կ",Բենզին,Էրեբունի,2007 ,VAZ (Lada) 2121 Niva,1.7 
"Mercedes-Benz S-Class, 5.0 լ, 1999 թ., գազ","$5,800 ","Մասիս, 1999 թ., 230,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15",", 230,000 կ",Բենզին,Մասիս,1999 ,Mercedes-Benz S-Class,5.0 
"Nissan Tiida հետչբեք, 1.5 լ, 2006 թ., գազ","$4,800 ","Արաբկիր, 2006 թ., 172,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15",", 172,000 կ",Բենզին,Արաբկիր,2006 ,Nissan Tiida հետչբեք,1.5 
"Chrysler 200, 2.4 լ, 2015 թ.","$11,000 ","Արաբկիր, 2015 թ., 150,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15",", 150,000 մղո",Բենզին,Արաբկիր,2015 ,Chrysler 200,2.4 
"Volkswagen Jetta, 2.0 լ, 2003 թ., գազ","$3,500 ","Գյումրի, 2003 թ., 245,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15",", 245,000 կ",Բենզին,Գյումրի,2003 ,Volkswagen Jetta,2.0 
"Isuzu Rodeo, 3.2 լ, լիաքարշ, 2000 թ., գազ","$6,500 ","Գյումրի, 2000 թ., 230,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15",", 230,000 կ",Բենզին,Գյումրի,2000 ,Isuzu Rodeo,3.2 
"VAZ (Lada) 2107, 1.7 լ, 2005 թ., գազ","$3,000 ","Դսեղ, 2005 թ., 61,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15",", 61,000 կ",Բենզին,Դսեղ,2005 ,VAZ (Lada) 2107,1.7 
"Toyota Camry, 2.4 լ, 2007 թ., գազ","$9,000 ","Քանաքեռ Զեյթուն, 2007 թ., 200,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15",ւ,2007 ,Քանաքեռ Զեյ,,Toyota Camry,2.4 
"Chevrolet Volt հետչբեք, 1.5 լ, հիբրիդ, 2012 թ.","$8,700 ","Արաբկիր, 2012 թ., 10,000 մղոն, Հիբրիդ","Երկուշաբթի, Ապրիլ 15, 2024 11:15",", 10,000 մղո",Հիբրիդ,Արաբկիր,2012 ,Chevrolet Volt հետչբեք,1.5 
"BMW 5 Series, 2.8 լ, 2003 թ., գազ","$8,600 ","Շենգավիթ, 2003 թ., 184,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14", 2003 ,,Շենգավի,,BMW 5 Series,2.8 
"Kia Optima, 2.4 լ, 2018 թ.","$13,000 Դիլեր","Մալաթիա Սեբաստիա, 2018 թ., 82,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14",ա Սեբաստի,2018 ,Մալա,,Kia Optima,2.4 
"Genesis GV80, 2.5 լ, լիաքարշ, 2022 թ.","$89,500 ","Ավան, 2022 թ., 6500 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14",", 6500 կ",Բենզին,Ավան,2022 ,Genesis GV80,2.5 
"Opel Astra ունիվերսալ, 1.6 լ, 1998 թ., գազ","$3,400 ","Արմավիր, 1998 թ., 310,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14",", 310,000 կ",Բենզին,Արմավիր,1998 ,Opel Astra ունիվերսա,
"Toyota Yaris, 1.5 լ, 2018 թ.","$13,000 Դիլեր","Արաբկիր, 2018 թ., 67,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14",", 67,000 կ",Բենզին,Արաբկիր,2018 ,Toyota Yaris,1.5 
"Mercedes-Benz E-Class, 3.5 լ, 2010 թ.","$14,900 Դիլեր","Մալաթիա Սեբաստիա, 2010 թ., 14,900 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14",ա Սեբաստի,2010 ,Մալա,,Mercedes-Benz E-Class,3.5 
"Dodge Journey, 2.4 լ, 2018 թ.","$13,000 Դիլեր","Էջմիածին, 2018 թ., 110,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14",", 110,000 մղո",Բենզին,Էջմիածին,2018 ,Dodge Journey,2.4 
"Kia Soul հետչբեք, 1.6 լ, 2017 թ.","$12,600 Դիլեր","Արաբկիր, 2017 թ., 79,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14",", 79,000 մղո",Բենզին,Արաբկիր,2017 ,Kia Soul հետչբեք,1.6 
"Ford Focus հետչբեք, 2.0 լ, 2012 թ.","$9,500 ","Շենգավիթ, 2012 թ., 150,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14", 2012 ,,Շենգավի,,Ford Focus հետչբեք,2.0 
"Tesla Model 3, էլեկտրական, 2018 թ.","$23,900 ","Նոր Նորք, 2018 թ., 40,000 մղոն, էլեկտրական","Երկուշաբթի, Ապրիլ 15, 2024 11:14",", 40,000 մղո",էլեկտրական,Նոր Նորք,2018 ,Tesla Model 3,էլեկտրական
"Mercedes-Benz GLC, 2.0 լ, լիաքարշ, 2021 թ.","$59,000 Դիլեր","Նոր Նորք, 2021 թ., 26,270 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14",", 26,270 կ",Բենզին,Նոր Նորք,2021 ,Mercedes-Benz GLC,2.0 
"Nissan Rogue, 2.5 լ, լիաքարշ, 2018 թ., գազ","$16,000 Դիլեր","Արաբկիր, 2018 թ., 67,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14",", 67,000 մղո",Բենզին,Արաբկիր,2018 ,Nissan Rogue,2.5 
"Mercedes-Benz Sprinter, 2.1 լ, դիզել, 2011 թ.","$25,000 ","Շենգավիթ, 2011 թ., 348,000 կմ, Դիզել","Երկուշաբթի, Ապրիլ 15, 2024 11:14", 2011 ,,Շենգավի,,Mercedes-Benz Sprinter,2.1 
"Nissan Leaf հետչբեք, էլեկտրական, 2012 թ.","$7,000 ","Արաբկիր, 2012 թ., 130,000 կմ, էլեկտրական","Երկուշաբթի, Ապրիլ 15, 2024 11:14",", 130,000 կ",էլեկտրական,Արաբկիր,2012 ,Nissan Leaf հետչբեք,էլեկտրական
"BMW 3 Series, 2.8 լ, 2007 թ.","$8,000 ","Մալաթիա Սեբաստիա, 2007 թ., 320,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14",ա Սեբաստի,2007 ,Մալա,,BMW 3 Series,2.8 
"Toyota Corolla, 1.8 լ, 2017 թ.","$14,900 Դիլեր","Նոր Նորք, 2017 թ., 137,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13",", 137,000 կ",Բենզին,Նոր Նորք,2017 ,Toyota Corolla,1.8 
"VAZ (Lada) 2121 (4x4), 1.7 լ, լիաքարշ, 2002 թ., գազ","$3,800 ","Աջափնյակ, 2002 թ., 230,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13",", 230,000 կ",Բենզին,Աջափնյակ,2002 ,VAZ (Lada) 2121 (4x4),1.7 
"Mercedes-Benz E-Class, 3.5 լ, 2006 թ.","$10,000 ","Էջմիածին, 2006 թ., 300,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13",", 300,000 կ",Բենզին,Էջմիածին,2006 ,Mercedes-Benz E-Class,3.5 
"Nissan Rogue, 2.5 լ, լիաքարշ, 2020 թ.","$17,000 ","Արաբկիր, 2020 թ., 53,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13",", 53,000 մղո",Բենզին,Արաբկիր,2020 ,Nissan Rogue,2.5 
"Toyota Corolla, 2.0 լ, 2020 թ.","$17,300 Դիլեր","Նոր Նորք, 2020 թ., 75,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13",", 75,000 կ",Բենզին,Նոր Նորք,2020 ,Toyota Corolla,2.0 
"Chevrolet Cruze, 1.4 լ, 2017 թ.","$10,200 ","Հրազդան, 2017 թ., 106,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13",", 106,000 կ",Բենզին,Հրազդան,2017 ,Chevrolet Cruze,1.4 
"Honda Civic, 2.0 լ, 2016 թ.","$16,000 ","Հրազդան, 2016 թ., 71,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13",", 71,000 կ",Բենզին,Հրազդան,2016 ,Honda Civic,2.0 
"Chevrolet Volt հետչբեք, 1.5 լ, հիբրիդ, 2018 թ.","7,000,000 ֏ ","Արաբկիր, 2018 թ., 65,000 կմ, Հիբրիդ","Երկուշաբթի, Ապրիլ 15, 2024 11:13",", 65,000 կ",Հիբրիդ,Արաբկիր,2018 ,Chevrolet Volt հետչբեք,1.5 
"Suzuki SX4 հետչբեք, 1.6 լ, լիաքարշ, 2008 թ., գազ","$6,200 ","Փարաքար, 2008 թ., 231,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13",", 231,000 կ",Բենզին,Փարաքար,2008 ,Suzuki SX4 հետչբեք,1.6 
"Mitsubishi Galant, 2.4 լ, 2000 թ., գազ","$4,500 ","Մալաթիա Սեբաստիա, 2000 թ., 400,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13",ա Սեբաստի,2000 ,Մալա,,Mitsubishi Galant,2.4 
"Hyundai Sonata, 2.4 լ, 2019 թ.","$18,800 ","Մալաթիա Սեբաստիա, 2019 թ., 64,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13",ա Սեբաստի,2019 ,Մալա,,Hyundai Sonata,2.4 
"Mercedes-Benz G-Class, 5.5 լ, լիաքարշ, 2005 թ., գազ","$40,000 ","Քանաքեռ Զեյթուն, 2005 թ., 180,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13",ւ,2005 ,Քանաքեռ Զեյ,,Mercedes-Benz G-Class,5.5 
"Mercedes-Benz E-Class, 3.2 լ, լիաքարշ, 2000 թ., գազ","$6,100 ","Նոր Նորք, 2000 թ., 296,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13",", 296,000 կ",Բենզին,Նոր Նորք,2000 ,Mercedes-Benz E-Class,3.2 
"BMW X5, 3.0 լ, լիաքարշ, 2007 թ., գազ","$14,500 ","Վանաձոր, 2007 թ., 195,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13",", 195,000 կ",Բենզին,Վանաձոր,2007 ,BMW X5,3.0 
"Nissan Pathfinder, 3.5 լ, լիաքարշ, 2014 թ.","$16,500 ","Ալավերդի, 2014 թ., 120,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13",", 120,000 մղո",Բենզին,Ալավերդի,2014 ,Nissan Pathfinder,3.5 
"Mazda MPV, 2.0 լ, 2002 թ., գազ","$5,200 ","Ալավերդի, 2002 թ., 370,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13",", 370,000 կ",Բենզին,Ալավերդի,2002 ,Mazda MPV,2.0 
"VAZ (Lada) 2114 հետչբեք, 1.5 լ, 2009 թ.","$2,700 ","Ալավերդի, 2009 թ., 145,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13",", 145,000 կ",Բենզին,Ալավերդի,2009 ,VAZ (Lada) 2114 հետչբեք,1.5 
"Volkswagen Passat, 1.6 լ, 1998 թ.","$3,800 ","Ալավերդի, 1998 թ., 234,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13",", 234,000 կ",Բենզին,Ալավերդի,1998 ,Volkswagen Passat,1.6 
"Mercedes-Benz C-Class, 2.4 լ, 1998 թ., գազ","$6,000 ","Արտաշատ, 1998 թ., 230,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13",", 230,000 կ",Բենզին,Արտաշատ,1998 ,Mercedes-Benz C-Class,2.4 
"Chevrolet Volt, 1.5 լ, հիբրիդ, 2013 թ.","$9,000 ","Արտաշատ, 2013 թ., 190,000 կմ, Հիբրիդ","Երկուշաբթի, Ապրիլ 15, 2024 11:13",", 190,000 կ",Հիբրիդ,Արտաշատ,2013 ,Chevrolet Volt,1.5 
"Opel Astra հետչբեք, 1.6 լ, 1999 թ., գազ","$4,000 ","Նոր Նորք, 1999 թ., 250,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12",", 250,000 կ",Բենզին,Նոր Նորք,1999 ,Opel Astra հետչբեք,1.6 
"Mercedes-Benz C-Class, 3.0 լ, 2009 թ.","$9,900 ","Կենտրոն, 2009 թ., 212,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12",", 212,000 կ",Բենզին,Կենտրոն,2009 ,Mercedes-Benz C-Class,3.0 
"Hyundai Elantra, 1.8 լ, 2013 թ., գազ, 2013 թ.","$11,900 ","Կենտրոն, 2013 թ., 90,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12",", 90,000 մղո",Բենզին,Կենտրոն,2013 ,Hyundai Elantra,1.8 
"Toyota RAV4, 3.5 լ, լիաքարշ, 2007 թ., գազ","$10,800 ","Արաբկիր, 2007 թ., 163,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12",", 163,000 մղո",Բենզին,Արաբկիր,2007 ,Toyota RAV4,3.5 
"Nissan Tiida հետչբեք, 1.5 լ, 2005 թ., գազ","$4,500 ","Կենտրոն, 2005 թ., 220,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12",", 220,000 կ",Բենզին,Կենտրոն,2005 ,Nissan Tiida հետչբեք,1.5 
"Mazda 6, 2.5 լ, 2015 թ.","$12,500 ","Կենտրոն, 2015 թ., 140,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12",", 140,000 կ",Բենզին,Կենտրոն,2015 ,Mazda 6,2.5 
"Hyundai Elantra, 1.8 լ, 2014 թ.","$10,900 ","Կենտրոն, 2014 թ., 69,700 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12",", 69,700 կ",Բենզին,Կենտրոն,2014 ,Hyundai Elantra,1.8 
"BMW 7 Series, 4.4 լ, լիաքարշ, 2017 թ.","$50,000 ","Աջափնյակ, 2017 թ., 130,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12",", 130,000 կ",Բենզին,Աջափնյակ,2017 ,BMW 7 Series,4.4 
"Nissan Rogue, 2.5 լ, լիաքարշ, 2016 թ.","$13,900 ","Էջմիածին, 2016 թ., 167,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12",", 167,000 կ",Բենզին,Էջմիածին,2016 ,Nissan Rogue,2.5 
"Opel Astra հետչբեք, 1.6 լ, 1998 թ.","$3,800 ","Մեծամոր, 1998 թ., 300,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12",", 300,000 կ",Բենզին,Մեծամոր,1998 ,Opel Astra հետչբեք,1.6 
"Toyota Camry, 2.5 լ, 2012 թ., գազ","$15,400 ","Սևան, 2012 թ., 83,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12",", 83,000 մղո",Բենզին,Սևան,2012 ,Toyota Camry,2.5 
"Mazda CX-5, 2.5 լ, լիաքարշ, 2022 թ.","$33,000 ","Շենգավիթ, 2022 թ., 11,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12", 2022 ,,Շենգավի,,Mazda CX-5,2.5 
"BMW 7 Series, 4.0 լ, 2012 թ.","$17,500 Դիլեր","Աջափնյակ, 2012 թ., 160,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12",", 160,000 կ",Բենզին,Աջափնյակ,2012 ,BMW 7 Series,4.0 
"BMW 3 Series, 2.0 լ, 2018 թ.","$20,500 ","Աջափնյակ, 2018 թ., 95,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12",", 95,000 կ",Բենզին,Աջափնյակ,2018 ,BMW 3 Series,2.0 
"BMW X5, 4.4 լ, լիաքարշ, 2004 թ., գազ","$8,500 ","Մեծամոր, 2004 թ., 225,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12",", 225,000 մղո",Բենզին,Մեծամոր,2004 ,BMW X5,4.4 
"Lexus GX, 4.7 լ, լիաքարշ, 2006 թ., գազ","$21,300 Դիլեր","Կենտրոն, 2006 թ., 130,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12",", 130,000 մղո",Բենզին,Կենտրոն,2006 ,Lexus GX,4.7 
