Car,price,details,post_date
"Chevrolet Volt, 1.4 լ, հիբրիդ, 2011 թ.","$5,000 ","Ճանապարհին, 2011 թ., 188,000 մղոն, Հիբրիդ","Կիրակի, Ապրիլ 14, 2024 21:13"
"Opel Vectra, 1.8 լ, 1996 թ., գազ","$2,100 ","Դիլիջան, 1996 թ., 220,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:13"
"Opel Vectra, 1.6 լ, 2000 թ., գազ","$5,000 ","Գյումրի, 2000 թ., 200,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:13"
"Volkswagen Transporter, 1.8 լ, 1987 թ., գազ","750,000 ֏ ","Աջափնյակ, 1987 թ., 168,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:13"
"Toyota Camry, 2.5 լ, 2015 թ., գազ","$15,000 Շտապ!","Նոր Նորք, 2015 թ., 286,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:13"
"Toyota Land Cruiser Prado, 4.0 լ, լիաքարշ, 2020 թ.","$62,500 Դիլեր","Քանաքեռ Զեյթուն, 2020 թ., 74,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:13"
"Opel Vectra, 1.8 լ, 1995 թ., գազ","750,000 ֏ ","Ստեփանավան, 1995 թ., 390,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:13"
"Ford Transit ունիվերսալ, 2.0 լ, դիզել, 2001 թ.","$6,300 ","Գառնի, 2001 թ., 100,000 կմ, Դիզել","Կիրակի, Ապրիլ 14, 2024 21:12"
"Mercedes-Benz Sprinter, 2.2 լ, դիզել, 2008 թ.","$15,000 ","Կենտրոն, 2008 թ., 170,000 կմ, Դիզել","Կիրակի, Ապրիլ 14, 2024 21:12"
"Toyota Corolla, 1.6 լ, 2016 թ., գազ","$11,000 Դիլեր","Ավան, 2016 թ., 217,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:12"
"VAZ (Lada) 2121 Niva, 1.7 լ, լիաքարշ, 2014 թ., գազ","$6,543 ","Աբովյան, 2014 թ., 100,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:12"
"GAZ (ГАЗ), 2.3 լ, 1996 թ., գազ","$3,100 ","Մալաթիա Սեբաստիա, 1996 թ., 73,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:12"
"Nissan Sentra, 1.8 լ, 2017 թ.","$13,300 Դիլեր","Նոյեմբերյան, 2017 թ., 109,520 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:12"
"Infiniti Q50, 3.0 լ, լիաքարշ, 2019 թ.","$25,500 ","Արտաշատ, 2019 թ., 40,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:12"
"VAZ (Lada) 2107, 1.6 լ, 2008 թ.","$3,900 Դիլեր","Ավան, 2008 թ., 63,600 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:12"
"Chevrolet Volt, 1.4 լ, հիբրիդ, 2012 թ.","$10,200 ","Աջափնյակ, 2012 թ., 197,000 մղոն, Հիբրիդ","Կիրակի, Ապրիլ 14, 2024 21:12"
"UAZ (УАЗ) 31512, 2.7 լ, լիաքարշ, 2005 թ.","2,200,000 ֏ Դիլեր","Նոյեմբերյան, 2005 թ., 65,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:12"
"UAZ (УАЗ) 2206, 2.7 լ, լիաքարշ, 1997 թ., գազ","$3,200 Դիլեր","Նոյեմբերյան, 1997 թ., 120,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:12"
"BMW X3, 3.0 լ, լիաքարշ, 2004 թ., գազ","$7,800 ","Կենտրոն, 2004 թ., 330,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:12"
"Mercedes-Benz GLE-Class, 2.0 լ, լիաքարշ, 2019 թ.","$65,000 ","Կենտրոն, 2019 թ., 54,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:12"
"Mercedes-Benz C-Class կուպե, 1.8 լ, 2012 թ.","$15,800 ","Ճանապարհին, 2012 թ., 220,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:11"
"Ford Transit, 2.5 լ, դիզել, 2012 թ.","$14,600 ","Գավառ, 2012 թ., 300,000 կմ, Դիզել","Կիրակի, Ապրիլ 14, 2024 21:11"
"Toyota C-HR, 2.0 լ, 2021 թ.","$24,000 ","Էջմիածին, 2021 թ., 17,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:11"
"Hyundai Elantra, 1.8 լ, 2012 թ., գազ","$10,200 ","Եղեգնաձոր, 2012 թ., 164,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:11"
"BMW X5, 3.0 լ, լիաքարշ, 2019 թ.","$75,000 ","Մալաթիա Սեբաստիա, 2019 թ., 69,998 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:11"
"Hyundai Tucson, 2.0 լ, լիաքարշ, 2017 թ.","$17,500 ","Արաբկիր, 2017 թ., 65,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:11"
"Ford Focus, 2.0 լ, 2017 թ.","$11,000 ","Արաբկիր, 2017 թ., 31,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:11"
"Hyundai Kona, 2.0 լ, լիաքարշ, 2019 թ., գազ","$19,700 ","Արաբկիր, 2019 թ., 65,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:11"
"Chevrolet Niva, 1.8 լ, լիաքարշ, 2010 թ.","$6,500 ","Գառնի, 2010 թ., 110,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:11"
"Hyundai Elantra, 2.0 լ, 2018 թ.","$13,900 ","Գյումրի, 2018 թ., 100,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:11"
"Mercedes-Benz E-Class, 3.5 լ, 2005 թ.","$10,500 ","Չարենցավան, 2005 թ., 200,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:11"
"VAZ (Lada) 2107, 1.7 լ, 2005 թ., գազ","$4,800 ","Չարենցավան, 2005 թ., 100,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:11"
"Mercedes-Benz E-Class, 3.2 լ, 1997 թ., գազ","$5,500 ","Գառնի, 1997 թ., 180,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:11"
"Chevrolet Volt հետչբեք, 1.4 լ, հիբրիդ, 2012 թ.","$10,000 ","Աջափնյակ, 2012 թ., 150,000 կմ, Հիբրիդ","Կիրակի, Ապրիլ 14, 2024 21:11"
"Mercedes-Benz C-Class, 2.0 լ, 2001 թ., գազ","$4,500 ","Ավան, 2001 թ., 300,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:11"
"Mazda CX-5, 2.5 լ, լիաքարշ, 2018 թ.","$28,500 ","Դավիթաշեն, 2018 թ., 52,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:10"
"Toyota RAV4, 2.5 լ, լիաքարշ, 2022 թ.","$31,800 Դիլեր","Շենգավիթ, 2022 թ., 16,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:10"
"Toyota Corolla, 1.6 լ, 2017 թ., գազ","$17,700 Դիլեր","Շենգավիթ, 2017 թ., 100,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:10"
"Chevrolet Volt, 1.4 լ, հիբրիդ, 2014 թ.","$12,000 Դիլեր","Շենգավիթ, 2014 թ., 185,000 կմ, Հիբրիդ","Կիրակի, Ապրիլ 14, 2024 21:10"
"Mercedes-Benz S-Class, 5.0 լ, 2009 թ.","$18,500 Դիլեր","Շենգավիթ, 2009 թ., 180,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:10"
"Nissan Rogue, 2.5 լ, լիաքարշ, 2018 թ.","$16,000 ","Շենգավիթ, 2018 թ., 48,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:10"
"Mazda CX-9, 3.7 լ, լիաքարշ, 2008 թ., գազ","$10,500 ","Արաբկիր, 2008 թ., 170,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:10"
"VAZ (Lada) 2107, 1.7 լ, 2007 թ., գազ","$3,300 ","Վեդի, 2007 թ., 100,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:10"
"Mercedes-Benz C-Class, 2.6 լ, լիաքարշ, 2005 թ., գազ","$6,500 ","Ճամբարակ, 2005 թ., 247,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:10"
"Mercedes-Benz B-Class հետչբեք, 2.0 լ, 2010 թ., գազ","$9,200 ","Մալաթիա Սեբաստիա, 2010 թ., 146,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:10"
"Mercedes-Benz CLA-Class, 2.0 լ, 2015 թ.","$22,000 ","Չարենցավան, 2015 թ., 150,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:09"
"Mercedes-Benz E-Class, 2.0 լ, 2016 թ.","$33,000 Դիլեր","Աջափնյակ, 2016 թ., 183,700 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:09"
"GMC Sierra փիքափ, 4.8 լ, լիաքարշ, 2007 թ.","$32,500 Դիլեր","Աջափնյակ, 2007 թ., 128,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:09"
"Kia Soul EV հետչբեք, էլեկտրական, 2017 թ.","$18,500 Դիլեր","Աջափնյակ, 2017 թ., 31,000 կմ, էլեկտրական","Կիրակի, Ապրիլ 14, 2024 21:09"
"BMW 3 Series, 1.8 լ, 2002 թ., գազ","1,550,000 ֏ ","Աջափնյակ, 2002 թ., 250,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:09"
"Volkswagen ID.4, էլեկտրական, 2022 թ.","$26,900 ","Աջափնյակ, 2022 թ., 30,000 կմ, էլեկտրական","Կիրակի, Ապրիլ 14, 2024 21:09"
"Lexus GX, 4.6 լ, լիաքարշ, 2020 թ.","$73,000 ","Աջափնյակ, 2020 թ., 32,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:09"
"Mazda 3, 2.0 լ, 2010 թ., գազ","$7,000 ","Նոր Նորք, 2010 թ., 170,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:09"
"Mazda 3, 2.5 լ, 2019 թ.","$15,500 ","Շենգավիթ, 2019 թ., 110,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:09"
"Honda Accord, 2.0 լ, 2020 թ.","$29,000 Դիլեր","Նոր Նորք, 2020 թ., 14,500 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:08"
"Mazda CX-9, 2.5 լ, լիաքարշ, 2022 թ.","$41,000 Դիլեր","Նոր Նորք, 2022 թ., 5500 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:08"
"Mazda CX-9, 2.5 լ, լիաքարշ, 2019 թ.","$25,000 Դիլեր","Նոր Նորք, 2019 թ., 59,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:08"
"Volkswagen Tiguan, 2.0 լ, 2011 թ.","$11,000 ","Աշտարակ, 2011 թ., 213,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:08"
"Chevrolet Malibu, 1.5 լ, 2019 թ.","$13,400 ","Առինջ, 2019 թ., 163,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:08"
"Kia Forte, 2.0 լ, 2012 թ., գազ","$9,000 Դիլեր","Նոր Նորք, 2012 թ., 112,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:08"
"Hyundai Kona, 2.0 լ, լիաքարշ, 2018 թ.","$14,500 Դիլեր","Նոր Նորք, 2018 թ., 31,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:08"
"Nissan Rogue, 2.5 լ, լիաքարշ, 2019 թ.","$17,500 Դիլեր","Նոր Նորք, 2019 թ., 31,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:08"
"Jeep Compass, 2.4 լ, լիաքարշ, 2018 թ.","$19,900 ","Կենտրոն, 2018 թ., 90,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:08"
"Chevrolet Malibu, 1.5 լ, 2018 թ.","$13,200 ","Նոր Նորք, 2018 թ., 66,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:08"
"Jeep Compass, 2.4 լ, լիաքարշ, 2017 թ., գազ","$18,500 ","Էջմիածին, 2017 թ., 90,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:08"
"VAZ (Lada) 2105, 1.6 լ, 2010 թ., գազ","$2,200 ","Կենտրոն, 2010 թ., 80,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:08"
"Ford Transit Connect, 2.0 լ, 2020 թ.","$18,000 ","Նոր Նորք, 2020 թ., 48,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:08"
"Jeep Grand Cherokee, 3.7 լ, լիաքարշ, 2010 թ., գազ","$9,500 Շտապ","Աջափնյակ, 2010 թ., 290,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:08"
"Toyota Highlander, 2.5 լ, 2023 թ.","$60,000 ","Նոր Նորք, 2023 թ., 6000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:08"
"Volkswagen Passat, 2.0 լ, 2006 թ.","$6,000 ","Աբովյան, 2006 թ., 230,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:08"
"Toyota Camry, 2.5 լ, 2010 թ., գազ","$12,000 ","Աջափնյակ, 2010 թ., 150,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:08"
"Mercedes-Benz CLA-Class, 2.0 լ, լիաքարշ, 2016 թ.","$22,900 ","Աջափնյակ, 2016 թ., 70,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:08"
"VAZ (Lada) Niva, 1.7 լ, լիաքարշ, 2024 թ.","1,550,000 ₽ ","Էջմիածին, 2024 թ., 20 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:08"
"Ford Focus հետչբեք, 2.0 լ, 2017 թ.","$8,800 ","Էրեբունի, 2017 թ., 91,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:07"
"VAZ (Lada) 2111 ունիվերսալ, 1.6 լ, 2001 թ., գազ","$2,500 ","Էջմիածին, 2001 թ., 56,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:07"
"Opel Astra, 1.6 լ, 1999 թ., գազ","$4,200 ","Էջմիածին, 1999 թ., 199,950 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:07"
"Chevrolet Cruze, 1.4 լ, 2016 թ.","$10,700 ","Էրեբունի, 2016 թ., 51,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:07"
"Nissan Tiida, 1.5 լ, 2010 թ., գազ","$6,800 Դիլեր","Էրեբունի, 2010 թ., 179,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:07"
"Kia K5, 1.6 լ, 2021 թ.","$29,000 ","Քանաքեռ Զեյթուն, 2021 թ., 52,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:07"
"Toyota Camry, 2.5 լ, 2012 թ., գազ","$14,500 ","Սևան, 2012 թ., 142,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:07"
"BMW X5, 4.8 լ, լիաքարշ, 2008 թ.","$17,000 ","Քանաքեռ Զեյթուն, 2008 թ., 220,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:07"
"Honda Torneo, 2.0 լ, 1999 թ.","$1,200 ","Նոր Նորք, 1999 թ., 130,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:07"
"Kia Forte, 2.0 լ, 2019 թ., գազ","$16,500 ","Վեդի, 2019 թ., 57,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:07"
"BMW 3 Series, 2.0 լ, 1999 թ.","$4,000 ","Կապան, 1999 թ., 208,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:07"
"Mazda 6, 2.5 լ, 2019 թ.","$20,000 Շտապ!","Էրեբունի, 2019 թ., 67,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:07"
"Mercedes-Benz GLE, 3.5 լ, լիաքարշ, 2018 թ.","$45,000 ","Էրեբունի, 2018 թ., 100,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:07"
"Chevrolet Cruze, 1.4 լ, 2016 թ.","$9,200 ","Էրեբունի, 2016 թ., 143,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:07"
"Mitsubishi Outlander, 3.0 լ, լիաքարշ, 2006 թ., գազ","$8,000 ","Արտաշատ, 2006 թ., 210,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:07"
"BMW 3 Series կուպե, 1.8 լ, 1988 թ., գազ","300,000 ֏ ","Արարատ, 1988 թ., 100,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:06"
"Hyundai Sonata, 2.4 լ, 2017 թ.","$12,800 ","Շենգավիթ, 2017 թ., 99,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:06"
"Audi Q5, 2.0 լ, լիաքարշ, 2015 թ.","$23,000 ","Շենգավիթ, 2015 թ., 68,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:06"
"Infiniti QX50, 2.0 լ, լիաքարշ, 2019 թ.","$32,000 ","Էրեբունի, 2019 թ., 20,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:06"
"Hyundai Sonata, 2.4 լ, 2014 թ.","$10,200 ","Կենտրոն, 2014 թ., 113,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:06"
"BMW X7, 3.0 լ, լիաքարշ, 2020 թ.","$92,000 ","Էրեբունի, 2020 թ., 27,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:06"
"VAZ (Lada) 2115, 1.6 լ, 2004 թ., գազ","1,000,000 ֏ ","Հրազդան, 2004 թ., 300 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:06"
"Lexus RX, 3.5 լ, 2021 թ.","$60,000 ","Էրեբունի, 2021 թ., 1500 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:06"
"BMW 5 Series, 2.5 լ, 1995 թ., գազ","$3,900 ","Ախթալա, 1995 թ., 240,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:06"
"VAZ (Lada) Niva, 1.7 լ, լիաքարշ, 2020 թ., գազ","$11,300 ","Էրեբունի, 2020 թ., 42,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:06"
"ZAZ (ЗАЗ) 965, 0.9 լ, 1965 թ.","250,000 ֏ ","Արարատ, 1965 թ., 10,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:06"
"Kia Seltos, 1.6 լ, լիաքարշ, 2021 թ.","$27,000 ","Աբովյան, 2021 թ., 34,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:06"
"Hyundai Sonata, 2.4 լ, 2013 թ.","$10,000 ","Քանաքեռ Զեյթուն, 2013 թ., 170,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:06"
"Mercedes-Benz E-Class, 2.3 լ, 1990 թ., գազ","800,000 ֏ ","Արարատ, 1990 թ., 250,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:06"
"Mercedes-Benz Sprinter, 1.8 լ, 2016 թ., գազ","$28,500 ","Աբովյան, 2016 թ., 265,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:06"
"Kia Forte, 2.0 լ, 2019 թ.","1,900,000 ₽ ","Ռուսաստան, 2019 թ., 29,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:06"
"Land Rover Range Rover Sport, 5.0 լ, լիաքարշ, 2011 թ.","$16,000 ","Աջափնյակ, 2011 թ., 179,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:06"
"VAZ (Lada) 2121 Niva, 1.7 լ, լիաքարշ, 2006 թ., գազ","$4,000 ","Գյումրի, 2006 թ., 220,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:05"
"Toyota RAV4, 2.5 լ, լիաքարշ, 2018 թ.","$21,400 ","Սևան, 2018 թ., 31,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:05"
"Toyota Camry, 2.5 լ, 2019 թ.","$18,500 Դիլեր","Քանաքեռ Զեյթուն, 2019 թ., 67,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:05"
"Infiniti QX4, 3.5 լ, լիաքարշ, 2002 թ., գազ","3,200,000 ֏ ","Դավիթաշեն, 2002 թ., 160,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:05"
"Chevrolet Equinox, 2.4 լ, 2017 թ.","$11,500 ","Էջմիածին, 2017 թ., 155,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:05"
"VAZ (Lada) Niva Legend, 1.7 լ, լիաքարշ, 2021 թ., գազ","$13,000 ","Չարենցավան, 2021 թ., 11,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:05"
"Opel Astra հետչբեք, 1.6 լ, 1999 թ., գազ","$4,500 ","Աբովյան, 1999 թ., 293,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:05"
"Toyota Ipsum, 2.4 լ, 2002 թ., գազ","$6,000 ","Նոր Նորք, 2002 թ., 240,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:05"
"MINI Cooper S Countryman հետչբեք, 1.6 լ, լիաքարշ, 2013 թ.","$12,000 ","Քանաքեռ Զեյթուն, 2013 թ., 204,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:05"
"Chevrolet Malibu, 1.5 լ, 2018 թ.","$10,600 Զեղչ","Կենտրոն, 2018 թ., 135,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:05"
"Kia Forte, 2.0 լ, 2019 թ.","$19,000 ","Աբովյան, 2019 թ., 33,700 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:05"
"Toyota Alphard, 2.4 լ, 2004 թ., գազ","$14,000 ","Նոր Նորք, 2004 թ., 140,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:05"
"Kia Cadenza, 2.7 լ, 2011 թ., գազ","$12,000 ","Էրեբունի, 2011 թ., 104,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:05"
"VAZ (Lada) 2107, 1.7 լ, 2010 թ., գազ","$4,100 ","Վերին Արտաշատ, 2010 թ., 83,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:05"
"Mitsubishi Montero Sport, 3.0 լ, 2001 թ., գազ","$6,400 ","Կոշ, 2001 թ., 220,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04"
"Volkswagen Golf հետչբեք, 1.6 լ, 1994 թ., գազ","$2,500 ","Հրազդան, 1994 թ., 950,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04"
"UAZ (УАЗ) 3151, 2.4 լ, լիաքարշ, 1998 թ., գազ","$5,900 ","Նոյեմբերյան, 1998 թ., 90,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04"
"Daihatsu Cuore հետչբեք, 0.8 լ, 1998 թ.","700,000 ֏ ","Հրազդան, 1998 թ., 220,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04"
"Mazda 6, 2.3 լ, 2003 թ., գազ","$5,900 ","Խաչփառ, 2003 թ., 96,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04"
"Chevrolet Volt հետչբեք, 1.5 լ, հիբրիդ, 2016 թ.","$16,000 ","Դավիթաշեն, 2016 թ., 77,425 մղոն, Հիբրիդ","Կիրակի, Ապրիլ 14, 2024 21:04"
"Mercedes-Benz C-Class, 1.8 լ, 1999 թ., գազ","$3,900 ","Գյումրի, 1999 թ., 260,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04"
"Toyota Ipsum, 2.4 լ, 2001 թ., գազ","$6,500 ","Գյումրի, 2001 թ., 250,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04"
"Opel Vectra, 1.6 լ, 2000 թ., գազ","$2,200 ","Էրեբունի, 2000 թ., 310,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04"
"Nissan Tiida հետչբեք, 1.8 լ, 2008 թ.","$6,700 ","Էրեբունի, 2008 թ., 210,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04"
"Hyundai Elantra, 2.0 լ, 2019 թ.","$13,500 ","Վանաձոր, 2019 թ., 31,200 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04"
"Acura ILX, 2.4 լ, 2018 թ.","$9,000 Դիլեր","Ավան, 2018 թ., 46,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04"
"Volkswagen Passat CC, 2.0 լ, 2010 թ.","$8,200 ","Մալաթիա Սեբաստիա, 2010 թ., 170,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04"
"MINI Cooper S հետչբեք, 1.6 լ, 2013 թ.","$18,000 Դիլեր","Ավան, 2013 թ., 50,400 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04"
"BMW i3 հետչբեք, 0.7 լ, 2015 թ.","$14,000 Դիլեր","Ավան, 2015 թ., 112,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04"
"Chevrolet Malibu, 1.5 լ, 2018 թ.","$14,000 Դիլեր","Ավան, 2018 թ., 61,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04"
"Opel Astra ունիվերսալ, 1.6 լ, 1998 թ., գազ","$6,000 ","Կենտրոն, 1998 թ., 160,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04"
"GAZ (ГАЗ) 21 Volga, 2.4 լ, 1959 թ., գազ","$2,300 ","Լանջիկ, 1959 թ., 180,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04"
"Toyota Noah, 2.0 լ, 2005 թ.","$7,700 ","Նոր Նորք, 2005 թ., 190,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04"
"Toyota RAV4, 2.5 լ, լիաքարշ, 2021 թ.","$35,000 ","Կենտրոն, 2021 թ., 3800 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04"
"Mercedes-Benz E-Class, 3.2 լ, 2002 թ., գազ","$8,100 ","Արմավիր, 2002 թ., 190,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04"
"Mazda CX-5, 2.5 լ, լիաքարշ, 2021 թ.","$32,000 ","Կենտրոն, 2021 թ., 1100 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04"
"Opel Zafira, 2.2 լ, 2002 թ., գազ","$5,000 ","Մալաթիա Սեբաստիա, 2002 թ., 250,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:03"
"Mercedes-Benz E-Class, 2.6 լ, 1994 թ., գազ","$1,450 ","Աշտարակ, 1994 թ., 222,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:03"
